ISBN,result,price_paperback,price_hardcover
9583002542,"(['  Kindle  \n $4.00  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Paperback  \n $5.00  \n\n\n   \n     2 Used from $4.29         4 New from $5.00      '], '9583002542')",5.0,
0812567013,"(['  Kindle  \n $0.00  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $14.50  \n\n\n   \n     1 New from $14.50      ', '  Paperback  \n $3.99  \n\n\n   \n     1 New from $3.99      ', '  Mass Market Paperback  \n $10.69  \n\n\n   \n     6 Used from $5.99      ', '  Audio CD  \n $39.65  \n\n\n   \n     2 New from $20.99      ', '  Digital  \n    \n                        \n    —\n             \n\n\n   \n  '], '0812567013')",3.99,14.5
0723233047,"(['  Hardcover  \n $29.98  \n\n\n   \n     13 Used from $2.82         1 New from $29.98         1 Collectible from $19.99      '], '0723233047')",,29.98
0553291947,"(['  Kindle  \n $9.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $14.44  \n\n\n   \n     292 Used from $0.01         30 New from $5.67         42 Collectible from $1.99      ', '  Paperback  \n $17.19  \n\n\n   \n     12 Used from $6.74         5 New from $15.21      ', '  Mass Market Paperback  \n $5.96  \n\n\n   \n     7 Used from $4.99         1 Collectible from $34.95      ', '  Audio CD  \n $12.97  \n\n\n   \n     2 Used from $12.97      '], '0553291947')",17.19,14.44
1417778954,"(['  Library Binding  \n    \n                        \n    —\n             \n\n\n   \n  '], '1417778954')",,
3442054729,"(['  Kindle  \n $11.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $10.53  \n\n\n   \n     3 Used from $10.53         1 New from $61.15      ', '  Paperback  \n $6.89  \n\n\n   \n     3 Used from $6.89      '], '3442054729')",6.89,10.53
067145983X,"(['  Kindle  \n $8.73  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n    \n                             from $14.99                \n\n\n   \n     2 Used from $14.99      ', '  Paperback  \n $9.19  \n\n\n   \n     38 Used from $3.06         13 New from $9.19      '], '067145983X')",9.19,
848936737X,"(['  Kindle  \n $3.37  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Paperback  \n $18.95  \n\n\n   \n     1 Used from $8.08         3 New from $16.82      '], '848936737X')",18.95,
0061649457,"(['  Kindle  \n $13.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $51.47  \n\n\n   \n     24 Used from $3.06      ', '  Paperback  \n $26.99  \n\n\n   \n     1 Used from $12.49         2 New from $18.00      ', '  Audio CD  \n $15.98  \n\n\n   \n     2 Used from $15.98      '], '0061649457')",26.99,51.47
0156035340,"(['  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $17.38  \n\n\n   \n     72 Used from $2.68         7 New from $8.75         13 Collectible from $10.95      ', '  Paperback  \n $14.89  \n\n\n   \n     35 Used from $2.00         17 New from $9.30         1 Collectible from $19.94      ', '  MP3 CD  \n $24.99  \n\n\n   \n     1 New from $24.99      '], '0156035340')",14.89,17.38
0140351477,"(['  Kindle  \n $0.62  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $6.40 - $12.99  \n\n\n   \n     10 Used from $6.40         18 New from $8.89      ', '  Paperback  \n $1.90 - $4.69  \n\n\n   \n     2 Used from $1.90         1 New from $4.69      ', '  Mass Market Paperback  \n $9.56  \n\n\n   \n     10 Used from $0.42      ', '  Audio CD  \n $9.99  \n\n\n   \n     1 New from $9.99      '], '0140351477')",1.9,6.4
0340029498,"(['  Paperback  \n $32.79  \n\n\n   \n     8 Used from $28.79      '], '0340029498')",32.79,
0590424122,"(['  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Library Binding  \n $15.68  \n\n\n   \n     2 Used from $5.95         1 New from $15.68      ', '  Paperback  \n $7.00  \n\n\n   \n     30 Used from $0.57         4 New from $3.95      ', '  Mass Market Paperback  \n $4.95  \n\n\n   \n     6 Used from $4.95         1 New from $25.95      ', '  Audio CD  \n $34.99  \n\n\n   \n     2 New from $17.49      '], '0590424122')",7.0,
0385506031,"(['  Kindle  \n $6.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $21.58  \n\n\n   \n     50 Used from $2.99         7 New from $19.57         8 Collectible from $15.00      ', '  Paperback  \n $17.95  \n\n\n   \n     34 Used from $1.16         9 New from $11.72      '], '0385506031')",17.95,21.58
2020332841,"(['  Kindle  \n $16.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Paperback  \n $8.24  \n\n\n   \n     7 Used from $3.16      '], '2020332841')",8.24,
145364668X,"(['  Kindle  \n $0.00  \n   \n Read with \n                    Kindle Unlimited  to also enjoy access to over 3 million more titles      $2.99 to buy    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Paperback  \n $9.99  \n\n\n   \n     6 Used from $1.95         9 New from $9.99      '], '145364668X')",9.99,
1588710734,"(['  Paperback  \n $13.95  \n\n\n   \n     3 Used from $7.15         1 New from $13.95      '], '1588710734')",13.95,
0375836187,"(['  Hardcover  \n $29.99  \n\n\n   \n     33 Used from $2.59         3 New from $25.99         1 Collectible from $22.26      '], '0375836187')",,29.99
0802788742,"(['  Kindle  \n $0.00  \n   \n Read with \n                    Kindle Unlimited  to also enjoy access to over 3 million more titles      $2.99 to buy    ', '  Hardcover  \n $4.80  \n\n\n   \n     11 Used from $1.35         5 New from $4.80      ', '  Paperback  \n $12.95  \n\n\n   \n     18 Used from $4.95         2 New from $12.95      '], '0802788742')",12.95,4.8
2702422586,"(['  Kindle  \n $0.74  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n    \n                             from $25.39                \n\n\n   \n     2 Used from $25.39      ', '  Paperback  \n $8.51  \n\n\n   \n     3 Used from $6.50         2 New from $33.69      ', '  Mass Market Paperback  \n $3.51  \n\n\n   \n     9 Used from $3.00         1 New from $34.49      ', '  Pocket Book  \n $17.25  \n\n\n   \n     4 Used from $2.50         7 New from $10.62      '], '2702422586')",8.51,
1400052793,"(['  Kindle  \n $9.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $15.84  \n\n\n   \n     52 Used from $1.75         7 New from $8.38         4 Collectible from $5.94      ', '  Paperback  \n $14.99  \n\n\n   \n     76 Used from $1.46         6 New from $9.28      ', '  Audio CD  \n $49.00  \n\n\n   \n     3 Used from $49.00      '], '1400052793')",14.99,15.84
0140242783,"(['  Kindle  \n $8.77 - $18.12  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $140.50  \n\n\n   \n     1 Used from $149.62         12 New from $119.95      ', '  Paperback  \n $8.12  \n\n\n   \n     3 Used from $5.04      ', '  Mass Market Paperback  \n $40.65  \n\n\n   \n     8 Used from $34.66         4 New from $73.44      '], '0140242783')",8.12,140.5
1863256091,"([], '1863256091')",,
0375416838,"(['  Kindle  \n $7.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Paperback  \n $3.62  \n\n\n   \n     12 Used from $3.62         3 New from $16.20      ', '  Mass Market Paperback  \n $7.99  \n\n\n   \n     58 Used from $1.75         7 New from $3.50         3 Collectible from $5.00      ', '  Audio, Cassette  \n $77.00  \n\n\n   \n     2 Used from $54.96         1 New from $77.00      '], '0375416838')",3.62,
1856197115,"(['  Kindle  \n $9.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $13.59  \n\n\n   \n     37 Used from $2.34         4 New from $35.01         3 Collectible from $12.41      ', '  Paperback  \n $18.50  \n\n\n   \n     66 Used from $1.73         4 New from $12.00         1 Collectible from $13.99      ', '  Audio CD  \n $17.47  \n\n\n   \n     2 Used from $14.49         2 New from $17.47      '], '1856197115')",18.5,13.59
1557830215,"(['  Kindle  \n $9.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $8.99  \n\n\n   \n     9 Used from $7.68         1 New from $98.89         1 Collectible from $25.00      ', '  Paperback  \n $7.95  \n\n\n   \n     9 Used from $2.21         6 New from $6.61      ', '  Mass Market Paperback  \n $26.52  \n\n\n   \n     2 Used from $26.52      '], '1557830215')",7.95,8.99
2266036009,"(['  Paperback  \n $3.12  \n\n\n   \n     11 Used from $3.12      ', '  Board book  \n    \n                             from $44.99                \n\n\n   \n     1 Used from $44.99         1 New from $59.99      '], '2266036009')",3.12,
1416972242,"(['  Kindle  \n $10.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $22.49  \n\n\n   \n     45 Used from $2.36         22 New from $13.00         6 Collectible from $59.99      ', '  Paperback  \n $11.05  \n\n\n   \n     183 Used from $0.90         21 New from $4.99         3 Collectible from $2.99      ', '  Mass Market Paperback  \n $6.81  \n\n\n   \n     11 Used from $5.59      ', '  Audio CD  \n $27.44  \n\n\n   \n     2 New from $22.49      '], '1416972242')",11.05,22.49
3499623404,"(['  Pocket Book  \n    \n                             from $23.45                \n\n\n   \n     1 Used from $23.45      '], '3499623404')",,
0745122736,"([], '0745122736')",,
0738203858,"(['  Kindle  \n $2.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $44.74  \n\n\n   \n     21 Used from $4.96         3 New from $44.74         2 Collectible from $1,470.00      ', '  Paperback  \n $19.99  \n\n\n   \n     9 Used from $14.97         14 New from $13.76      ', '  MP3 CD  \n $14.31  \n\n\n   \n     4 New from $11.26      '], '0738203858')",19.99,44.74
0434008311,"(['  Kindle  \n $9.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $15.44  \n\n\n   \n     126 Used from $1.39         14 New from $8.99         18 Collectible from $4.99      ', '  Paperback  \n $25.00  \n\n\n   \n     13 Used from $2.00         1 New from $25.00      ', '  Mass Market Paperback  \n $7.49  \n\n\n   \n     44 Used from $1.43         22 New from $6.81      ', '  Audio CD  \n $30.00  \n\n\n   \n     4 Used from $15.22         4 New from $20.14      '], '0434008311')",25.0,15.44
0374270937,"(['  Kindle  \n $10.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $28.00  \n\n\n   \n     7 Used from $26.82      ', '  Paperback  \n $9.39  \n\n\n   \n     30 Used from $2.82         16 New from $9.39      '], '0374270937')",9.39,28.0
0061043621,"(['  Kindle  \n $2.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n    \n                             from $11.21                \n\n\n   \n     3 Used from $11.21      ', '  Paperback  \n $16.56  \n\n\n   \n     13 Used from $3.93         9 New from $10.34      ', '  Mass Market Paperback  \n $9.84  \n\n\n   \n     16 Used from $2.86      ', '  Audio, Cassette  \n $54.95  \n\n\n   \n     1 New from $54.95      '], '0061043621')",16.56,
0972693920,"(['  Hardcover  \n $18.00  \n\n\n   \n     1 Used from $31.67         2 New from $15.00      '], '0972693920')",,18.0
0446617083,"(['  Kindle  \n $0.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $39.22  \n\n\n   \n     83 Used from $1.35         6 New from $21.10         7 Collectible from $8.01      ', '  Paperback  \n    \n                             from $34.95                \n\n\n   \n     1 Collectible from $34.95      ', '  Mass Market Paperback  \n $12.86  \n\n\n   \n     45 Used from $2.50      ', '  Audio CD  \n $22.00  \n\n\n   \n     4 Used from $4.78         4 New from $17.50      '], '0446617083')",12.86,39.22
0151001936,"(['  Hardcover  \n $6.93  \n\n\n   \n     18 Used from $1.36         10 Collectible from $5.00      ', '  Paperback  \n $6.87  \n\n\n   \n     13 Used from $3.01      '], '0151001936')",6.87,6.93
0470174625,"(['  Paperback  \n $4.95 - $19.97  \n\n\n   \n     27 Used from $1.18         4 New from $6.50         1 Collectible from $6.49      '], '0470174625')",4.95,
0141035080,"(['  Kindle  \n $12.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $8.49  \n\n\n   \n     81 Used from $1.71         7 New from $11.96         8 Collectible from $3.01      ', '  Paperback  \n $15.89  \n\n\n   \n     7 Used from $2.50         5 New from $15.89      ', '  Audio CD  \n $14.99  \n\n\n   \n     3 New from $11.26      '], '0141035080')",15.89,8.49
0253339324,"(['  Kindle  \n $10.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $30.12  \n\n\n   \n     12 Used from $26.13      ', '  Paperback  \n $7.10 - $15.99  \n\n\n   \n     22 Used from $4.15         21 New from $9.59      '], '0253339324')",7.1,30.12
0816154163,"([], '0816154163')",,
0736924183,"(['  Kindle  \n $6.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $7.86  \n\n\n   \n     5 Used from $4.95      ', '  Paperback  \n $17.77  \n\n\n   \n     56 Used from $1.37         3 New from $17.77      '], '0736924183')",17.77,7.86
8804528826,"(['  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Perfect Paperback  \n    \n                             from $8.99                \n\n\n   \n     1 Used from $8.99      '], '8804528826')",,
140684621X,"([], '140684621X')",,
0060550228,"(['  Kindle  \n $9.49  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n    \n                             from $38.90                \n\n\n   \n     2 Used from $38.90      ', '  Paperback  \n $13.99  \n\n\n   \n     32 Used from $4.49         29 New from $9.95      ', '  Mass Market Paperback  \n $8.10  \n\n\n   \n     48 Used from $2.00         3 New from $11.95         2 Collectible from $23.95      ', '  Audio CD  \n $19.71  \n\n\n   \n     2 New from $14.97      '], '0060550228')",13.99,
