ISBN,result,price_paperback,price_hardcover
0571235646,"(['  Kindle  \n $9.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $12.00  \n\n\n   \n     42 Used from $1.43         6 New from $8.49         24 Collectible from $7.76      ', '  Paperback  \n $10.00  \n\n\n   \n     14 Used from $2.00         9 New from $3.01      ', '  Audio CD  \n    \n                             from $10.00                \n\n\n   \n     3 New from $10.00      '], '0571235646')",10.0,12.0
0613708113,"(['  Kindle  \n $5.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Library Binding  \n $4.95  \n\n\n   \n     4 Used from $4.95      ', '  Paperback  \n $5.99  \n\n\n   \n     24 Used from $1.36         7 New from $5.99         1 Collectible from $19.00      '], '0613708113')",5.99,
0754010309,"(['  Kindle  \n $12.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n    \n                             from $787.99                \n\n\n   \n     1 Used from $787.99      ', '  Paperback  \n $19.99  \n\n\n   \n     103 Used from $1.54         13 New from $12.10         1 Collectible from $29.96      ', '  Mass Market Paperback  \n $3.99  \n\n\n   \n     7 Used from $3.99      ', '  Audio, Cassette  \n $32.04  \n\n\n   \n     4 Used from $28.06      '], '0754010309')",19.99,
2253146382,"(['  Paperback  \n $5.49  \n\n\n   \n     3 Used from $5.49      '], '2253146382')",5.49,
0755328647,"(['  Kindle  \n $4.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $11.66  \n\n\n   \n     26 Used from $0.40         2 New from $5.55      ', '  Paperback  \n $23.91  \n\n\n   \n     7 Used from $23.90      ', '  Mass Market Paperback  \n $3.49  \n\n\n   \n     8 Used from $2.59         1 New from $3.49         1 Collectible from $5.25      ', '  Audio CD  \n $8.93  \n\n\n   \n     1 Used from $8.93      '], '0755328647')",23.91,11.66
1416563423,"(['  Kindle  \n $7.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Paperback  \n $22.99  \n\n\n   \n     2 Used from $7.94         1 New from $22.99      ', '  Mass Market Paperback  \n $9.60  \n\n\n   \n     42 Used from $1.00         9 New from $3.49      '], '1416563423')",22.99,
208070544X,"(['  Kindle  \n $0.00  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $16.00  \n\n\n   \n     1 New from $16.00      ', '  Paperback  \n $3.73  \n\n\n   \n     1 New from $3.73      ', '  Mass Market Paperback  \n $13.88  \n\n\n   \n     1 Used from $17.41         7 New from $10.24      ', '  Pocket Book  \n $7.01  \n\n\n   \n     10 Used from $2.50         15 New from $7.01      '], '208070544X')",3.73,16.0
1557094101,"(['  Hardcover  \n $59.00  \n\n\n   \n     1 Used from $59.00      '], '1557094101')",,59.0
0451225805,"(['  Kindle  \n $12.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Paperback  \n $16.00  \n\n\n   \n     68 Used from $1.18         2 New from $12.00      ', '  Audio CD  \n $20.27  \n\n\n   \n     1 Used from $11.87         2 New from $17.47      '], '0451225805')",16.0,
1400049342,"(['  Kindle  \n $13.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $24.49  \n\n\n   \n     66 Used from $4.00         33 New from $18.50         16 Collectible from $16.01      ', '  Paperback  \n $9.50  \n\n\n   \n     664 Used from $0.59         107 New from $6.99         10 Collectible from $9.49      ', '  Audio CD  \n $31.98  \n\n\n   \n     22 Used from $4.35         9 New from $22.55      '], '1400049342')",9.5,24.49
0099517833,"([], '0099517833')",,
0099453185,"(['  Kindle  \n $6.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $35.23  \n\n\n   \n     61 Used from $1.92         5 New from $23.99         6 Collectible from $8.00      ', '  Paperback  \n    \n                             from $25.77                \n\n\n   \n     6 Used from $25.77      ', '  Mass Market Paperback  \n $8.99  \n\n\n   \n     84 Used from $1.49         12 New from $7.10         1 Collectible from $13.50      ', '  MP3 CD  \n $24.99  \n\n\n   \n     1 New from $24.99      '], '0099453185')",8.99,35.23
0285626876,"([], '0285626876')",,
2747001164,"(['  Kindle  \n $4.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Paperback  \n $18.25  \n\n\n   \n     1 Used from $17.17         5 New from $18.25      ', '  Mass Market Paperback  \n $8.56  \n\n\n   \n     5 Used from $4.52      '], '2747001164')",18.25,
0804910138,"(['  Kindle  \n $0.29  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $12.95  \n\n\n   \n     1 New from $12.95      ', '  Paperback  \n $11.12  \n\n\n   \n     7 Used from $2.15      ', '  Mass Market Paperback  \n $5.79  \n\n\n   \n     129 Used from $1.15         22 New from $5.29      ', '  Audio CD  \n $19.99  \n\n\n   \n     4 Used from $12.82         5 New from $12.00      ', '  Pocket Book  \n $8.99  \n\n\n   \n     1 Used from $12.85         5 New from $8.99      '], '0804910138')",11.12,12.95
1405089156,"(['  Kindle  \n $11.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $9.99  \n\n\n   \n     27 Used from $2.08         1 New from $82.51         3 Collectible from $8.01      ', '  Paperback  \n $15.99  \n\n\n   \n     29 Used from $3.74         5 New from $10.90      ', '  Mass Market Paperback  \n $5.99  \n\n\n   \n     16 Used from $2.02         1 New from $5.99      ', '  Audio CD  \n $14.35  \n\n\n   \n     2 Used from $14.35      '], '1405089156')",15.99,9.99
0394931297,"(['  Kindle  \n $7.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Library Binding  \n $9.04  \n\n\n   \n     15 Used from $1.35         2 New from $14.60         2 Collectible from $5.99      ', '  Paperback  \n $8.76  \n\n\n   \n     4 Used from $4.77         5 New from $6.40      ', '  Board book  \n $4.00  \n\n\n   \n     86 Used from $1.08         23 New from $3.99         1 Collectible from $20.00      '], '0394931297')",8.76,
0736925511,"(['  Kindle  \n $0.00  \n   \n Read with \n                    Kindle Unlimited  to also enjoy access to over 3 million more titles      $0.99 to buy    ', '  Hardcover  \n $7.97  \n\n\n   \n     4 Used from $3.99         1 New from $10.50      ', '  Paperback  \n $5.75  \n\n\n   \n     30 Used from $1.63         1 Collectible from $15.00      '], '0736925511')",5.75,7.97
1433100789,"(['  Hardcover  \n $21.00 - $27.54  \n\n\n   \n     3 Used from $11.65         4 New from $12.02      '], '1433100789')",,21.0
0099416263,"(['  Kindle  \n $9.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $15.39  \n\n\n   \n     3 Used from $13.84      ', '  Paperback  \n    \n                             from $30.07                \n\n\n   \n     3 Used from $30.07      ', '  Mass Market Paperback  \n $7.86  \n\n\n   \n     11 Used from $3.89      ', '  Audio CD  \n $18.57  \n\n\n   \n     1 Used from $18.56         4 New from $13.42      '], '0099416263')",7.86,15.39
0886774934,"(['  Kindle  \n $5.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $26.91  \n\n\n   \n     26 Used from $5.15         3 New from $22.85         2 Collectible from $18.00      ', '  Paperback  \n $10.62  \n\n\n   \n     7 Used from $10.61      ', '  Mass Market Paperback  \n $14.99  \n\n\n   \n     77 Used from $0.75         5 New from $10.14         3 Collectible from $6.75      '], '0886774934')",10.62,26.91
0060394331,"(['  Kindle  \n $9.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $10.97  \n\n\n   \n     6 Used from $7.84         1 New from $9.00         5 Collectible from $20.87      ', '  Paperback  \n $13.95  \n\n\n   \n     24 Used from $1.43         7 New from $8.67      '], '0060394331')",13.95,10.97
0613176219,"(['  Kindle  \n $9.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n \xa0Audiobook \n  \n\n\xa0 \n\n\n \n\n\n   \n  ', '  Library Binding  \n $10.51  \n\n\n   \n     7 Used from $4.95         2 Collectible from $12.99      ', '  Paperback  \n $9.99  \n\n\n   \n     178 Used from $1.00         8 New from $5.95         9 Collectible from $2.58      ', '  Mass Market Paperback  \n $39.12  \n\n\n   \n     6 Used from $3.00         3 New from $27.61         1 Collectible from $15.00      ', '  Audio CD  \n $9.99  \n\n\n   \n     17 Used from $2.22         6 New from $7.24      '], '0613176219')",9.99,
1420931091,"(['  Kindle  \n $0.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $26.95  \n\n\n   \n     1 Used from $34.27         3 New from $26.95      ', '  Paperback  \n $8.99  \n\n\n   \n     4 Used from $8.81         7 New from $8.99      '], '1420931091')",8.99,26.95
0877738955,"(['  Kindle  \n $14.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $15.68  \n\n\n   \n     17 Used from $5.24      ', '  Paperback  \n $18.95  \n\n\n   \n     44 Used from $2.06         13 New from $12.24      '], '0877738955')",18.95,15.68
0899666671,"(['  Kindle  \n $8.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Library Binding  \n $5.97  \n\n\n   \n     3 Used from $5.97      ', '  Paperback  \n $9.98  \n\n\n   \n     7 Used from $4.69         11 New from $9.98      '], '0899666671')",9.98,
1600103960,"(['  Paperback  \n $12.99  \n\n\n   \n     19 Used from $5.00         3 New from $12.99      ', '  Comics  \n $35.00  \n\n\n   \n     2 New from $35.00      '], '1600103960')",12.99,
0446392839,"(['  Hardcover  \n $21.64  \n\n\n   \n     4 Used from $17.69         4 Collectible from $43.19      ', '  Paperback  \n $12.11  \n\n\n   \n     6 Used from $10.95      '], '0446392839')",12.11,21.64
0671581856,"(['  Audio, Cassette  \n $8.98  \n\n\n   \n     3 Used from $4.99         2 New from $3.95      '], '0671581856')",,
1406842559,"(['  Kindle  \n $1.69  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Paperback  \n    \n                             from $15.81                \n\n\n   \n     6 New from $15.81      '], '1406842559')",,
1846373239,"(['  Kindle  \n $0.00  \n   \n Read with \n                    Kindle Unlimited  to also enjoy access to over 3 million more titles      $0.00 to buy    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $14.99  \n\n\n   \n     5 New from $14.99      ', '  Paperback  \n $3.99  \n\n\n   \n     1 New from $3.99      ', '  Mass Market Paperback  \n $9.96  \n\n\n   \n     8 Used from $5.00         1 New from $9.96         1 Collectible from $13.78      ', '  MP3 CD  \n $19.95  \n\n\n   \n     2 New from $9.97      '], '1846373239')",3.99,14.99
0738210927,"([], '0738210927')",,
2226034390,"(['  Kindle  \n $6.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Paperback  \n $6.99  \n\n\n   \n     3 Used from $6.99      ', '  Pocket Book  \n $18.58  \n\n\n   \n     3 Used from $3.00         4 New from $18.58      '], '2226034390')",6.99,
2265076686,"(['  Mass Market Paperback  \n $2.50  \n\n\n   \n     4 Used from $2.50      '], '2265076686')",2.5,
0679431314,"(['  Kindle  \n $0.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $24.00  \n\n\n   \n     14 Used from $4.24         9 New from $15.28         1 Collectible from $20.01      ', '  Paperback  \n $13.95  \n\n\n   \n     1 Used from $18.61         7 New from $13.95      ', '  Audio CD  \n $19.90  \n\n\n   \n     2 Used from $19.90      '], '0679431314')",13.95,24.0
0590324284,"(['  Hardcover  \n $10.92  \n\n\n   \n     7 Used from $6.94      ', '  Paperback  \n $6.95  \n\n\n   \n     13 Used from $1.99         1 Collectible from $8.00      '], '0590324284')",6.95,10.92
0307405850,"(['  Kindle  \n $12.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $33.00  \n\n\n   \n     68 Used from $1.91         8 New from $21.89         3 Collectible from $8.01      ', '  Paperback  \n $14.99  \n\n\n   \n     137 Used from $0.99         18 New from $9.76         2 Collectible from $9.75      ', '  Preloaded Digital Audio Player  \n $63.36  \n\n\n   \n     1 Used from $19.95         1 New from $63.36      '], '0307405850')",14.99,33.0
0807217271,"([], '0807217271')",,
0385247192,"(['  Kindle  \n $7.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $36.00  \n\n\n   \n     18 Used from $3.89         2 New from $19.75         1 Collectible from $9.88      ', '  Paperback  \n $8.99  \n\n\n   \n     63 Used from $1.50         20 New from $6.80      ', '  Mass Market Paperback  \n $15.94  \n\n\n   \n     4 Used from $9.33         4 New from $10.41      '], '0385247192')",8.99,36.0
8466320601,"(['  Kindle  \n $7.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $12.67  \n\n\n   \n     9 Used from $8.69      ', '  Paperback  \n $23.45  \n\n\n   \n     8 Used from $7.46         7 New from $20.99      ', '  Mass Market Paperback  \n $12.95  \n\n\n   \n     15 Used from $2.25         18 New from $8.95      '], '8466320601')",23.45,12.67
0590765469,"(['  Kindle  \n $3.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $16.29  \n\n\n   \n     3 Used from $13.89         11 New from $9.95      ', '  Paperback  \n $11.70  \n\n\n   \n     5 Used from $2.97      ', '  Audio CD  \n $19.99  \n\n\n   \n     4 New from $13.89      '], '0590765469')",11.7,16.29
0345509064,"(['  Kindle  \n $7.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $17.95  \n\n\n   \n     80 Used from $2.58         12 New from $11.20         2 Collectible from $49.39      ', '  Paperback  \n $15.85  \n\n\n   \n     7 Used from $6.80         5 New from $9.21      ', '  Mass Market Paperback  \n $7.99  \n\n\n   \n     56 Used from $1.62         12 New from $3.60         1 Collectible from $24.00      ', '  Audio CD  \n $5.08  \n\n\n   \n     7 Used from $4.95         1 New from $80.00      '], '0345509064')",15.85,17.95
1574901354,"(['  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $58.95  \n\n\n   \n     4 Used from $54.97      ', '  Paperback  \n $5.17  \n\n\n   \n     16 Used from $5.17      ', '  Mass Market Paperback  \n $6.21  \n\n\n   \n     44 Used from $1.94      ', '  MP3 CD  \n    \n                             from $8.76                \n\n\n   \n     3 New from $8.76      '], '1574901354')",5.17,58.95
0747560056,"(['  Hardcover  \n    \n                             from $38.84                \n\n\n   \n     2 Used from $38.84      ', '  Paperback  \n $22.46  \n\n\n   \n     11 Used from $8.52         1 New from $22.46      '], '0747560056')",22.46,
0613997751,"(['  Hardcover  \n $15.51  \n\n\n   \n     30 Used from $1.95         6 New from $10.47         2 Collectible from $21.95      ', '  Paperback  \n $9.99  \n\n\n   \n     46 Used from $1.06         2 New from $3.00      '], '0613997751')",9.99,15.51
0001712756,"(['  Kindle  \n $7.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $6.97  \n\n\n   \n     160 Used from $0.52         41 New from $2.80         10 Collectible from $10.00      ', '  Paperback  \n $12.26  \n\n\n   \n     3 Used from $4.54      ', '  Board book  \n $4.28  \n\n\n   \n     40 Used from $1.17         21 New from $3.99         1 Collectible from $4.00      '], '0001712756')",12.26,6.97
0516036696,"(['  Library Binding  \n $7.24  \n\n\n   \n     4 Used from $3.88      '], '0516036696')",,
1416544909,"(['  Hardcover  \n $8.07  \n\n\n   \n     14 Used from $8.07         3 Collectible from $30.00      ', '  Paperback  \n $15.99  \n\n\n   \n     39 Used from $1.89         7 New from $13.35      ', '  Mass Market Paperback  \n $6.12  \n\n\n   \n     21 Used from $1.89         2 Collectible from $15.95      ', '  Preloaded Digital Audio Player  \n    \n                        \n    —\n             \n\n\n   \n  '], '1416544909')",15.99,8.07
0534251587,"(['  Hardcover  \n $6.06  \n\n\n   \n     29 Used from $3.13         1 New from $20.96      '], '0534251587')",,6.06
0786263857,"(['  Kindle  \n $7.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $13.98  \n\n\n   \n     1 Used from $13.98         1 New from $10.00      ', '  Paperback  \n $6.99  \n\n\n   \n     95 Used from $1.16         21 New from $4.50      ', '  Audio, Cassette  \n $6.44  \n\n\n   \n     2 Used from $6.44      '], '0786263857')",6.99,13.98
0765305518,"(['  Kindle  \n $11.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $20.66  \n\n\n   \n     18 Used from $2.34         2 New from $20.66         5 Collectible from $8.95      ', '  Paperback  \n $17.60  \n\n\n   \n     13 Used from $3.13         10 New from $17.60      ', '  Mass Market Paperback  \n $6.57  \n\n\n   \n     13 Used from $2.59         3 New from $19.46      ', '  Audio CD  \n $23.48  \n\n\n   \n     2 New from $19.97      '], '0765305518')",17.6,20.66
0143114107,"(['  Kindle  \n $5.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $33.95  \n\n\n   \n     13 Used from $2.50         2 New from $12.50      ', '  Paperback  \n $14.00  \n\n\n   \n     55 Used from $1.37         7 New from $8.95         2 Collectible from $10.00      ', '  Audio CD  \n $2.60  \n\n\n   \n     18 Used from $2.58         3 New from $14.95      '], '0143114107')",14.0,33.95
3442545870,"(['  Hardcover  \n $9.89  \n\n\n   \n     3 Used from $9.89         3 New from $71.60      ', '  Paperback  \n $16.67  \n\n\n   \n     1 Used from $16.67         1 New from $101.35      ', '  Audio CD  \n $15.46  \n\n\n   \n     1 Used from $15.46         2 New from $56.75      '], '3442545870')",16.67,9.89
0141189002,"(['  Kindle  \n $9.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $5.99  \n\n\n   \n     71 Used from $1.95         9 New from $20.11         48 Collectible from $6.49      ', '  Paperback  \n $16.00  \n\n\n   \n     36 Used from $1.89         15 New from $7.23         1 Collectible from $4.49      ', '  Mass Market Paperback  \n    \n                             from $1.28                \n\n\n   \n     15 Used from $1.28         1 New from $8.95         4 Collectible from $5.50      ', '  Audio, Cassette  \n    \n                        \n    —\n             \n\n\n   \n  '], '0141189002')",16.0,5.99
3909081878,"(['  Hardcover  \n $19.35  \n\n\n   \n     4 Used from $12.82         7 New from $15.35      ', '  Paperback  \n $7.47  \n\n\n   \n     2 Used from $7.47      ', '  Audio CD  \n $7.45  \n\n\n   \n     1 Used from $7.45         2 New from $41.84      '], '3909081878')",7.47,19.35
0060821140,"(['  Kindle  \n $3.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $10.77  \n\n\n   \n     19 Used from $1.72      ', '  Paperback  \n $5.99  \n\n\n   \n     27 Used from $1.27         12 New from $3.99      '], '0060821140')",5.99,10.77
1417768444,"(['  Kindle  \n $11.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Library Binding  \n $18.40  \n\n\n   \n     1 New from $18.40      ', '  Paperback  \n $13.49  \n\n\n   \n     13 Used from $3.62         22 New from $9.49         1 Collectible from $13.00      ', '  Mass Market Paperback  \n $19.63  \n\n\n   \n     4 Used from $3.95         2 New from $13.15      ', '  Audio CD  \n $18.29  \n\n\n   \n     2 New from $14.99      ', '  Digital  \n    \n                        \n    —\n             \n\n\n   \n  '], '1417768444')",13.49,
0670849197,"(['  Kindle  \n $7.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $6.48  \n\n\n   \n     14 Used from $6.48         1 New from $136.76      ', '  Paperback  \n $10.99  \n\n\n   \n     7 Used from $2.97         8 New from $8.24      ', '  Mass Market Paperback  \n $20.21  \n\n\n   \n     5 Used from $20.21      '], '0670849197')",10.99,6.48
2264033053,"(['  Kindle  \n $12.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Pocket Book  \n $4.73  \n\n\n   \n     17 Used from $2.50         6 New from $13.30      '], '2264033053')",,
1586172514,"(['  Kindle  \n $11.49  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $5.99  \n\n\n   \n     14 Used from $2.02         6 New from $32.95      ', '  Paperback  \n $5.99 - $36.00  \n\n\n   \n     11 Used from $1.98         1 New from $36.00      '], '1586172514')",5.99,5.99
2266174657,"(['  Kindle  \n $9.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Mass Market Paperback  \n    \n                             from $44.99                \n\n\n   \n     1 Used from $44.99         1 New from $44.99      ', '  Pocket Book  \n $3.00  \n\n\n   \n     5 Used from $3.00         8 New from $12.06      '], '2266174657')",,
0786266007,"(['  Kindle  \n $11.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $6.18  \n\n\n   \n     14 Used from $5.00      ', '  Paperback  \n $14.49  \n\n\n   \n     83 Used from $1.28         10 New from $9.73         2 Collectible from $9.00      ', '  MP3 CD  \n $13.47  \n\n\n   \n     1 New from $13.47      '], '0786266007')",14.49,6.18
0553384422,"(['  Kindle  \n $10.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $36.80  \n\n\n   \n     5 Used from $36.52         4 New from $51.00      ', '  Paperback  \n $14.99  \n\n\n   \n     195 Used from $0.59         25 New from $8.41         1 Collectible from $14.24      ', '  Audio CD  \n $7.50  \n\n\n   \n     2 Used from $7.50      '], '0553384422')",14.99,36.8
3704313211,"(['  Kindle  \n $0.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n    \n                             from $7.95                \n\n\n   \n     4 Used from $11.81         6 New from $7.95      ', '  Paperback  \n $10.57  \n\n\n   \n     2 Used from $10.57      ', '  MP3 CD  \n $14.17  \n\n\n   \n     2 Used from $13.66         5 New from $9.99      ', '  Board book  \n    \n                             from $27.61                \n\n\n   \n     1 New from $27.61      '], '3704313211')",10.57,
1604593113,"(['  Kindle  \n $0.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $16.99  \n\n\n   \n     4 Used from $23.28         8 New from $16.99      ', '  Paperback  \n $12.99  \n\n\n   \n     7 Used from $6.25         6 New from $12.99      '], '1604593113')",12.99,16.99
0060093900,"(['  Kindle  \n $7.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $11.23  \n\n\n   \n     78 Used from $0.05         13 New from $4.79         4 Collectible from $4.25      ', '  Paperback  \n $6.07  \n\n\n   \n     14 Used from $2.10      ', '  Mass Market Paperback  \n $7.73  \n\n\n   \n     114 Used from $0.99         8 New from $5.00         1 Collectible from $8.00      ', '  Audio, Cassette  \n $69.95  \n\n\n   \n     2 Used from $23.67         1 New from $69.95      ', '  Digital  \n    \n                             from $20.00                \n\n\n   \n     1 Collectible from $20.00      '], '0060093900')",6.07,11.23
0385023960,"(['  Hardcover  \n $9.66  \n\n\n   \n     26 Used from $5.68         11 Collectible from $11.11      ', '  Paperback  \n $11.01  \n\n\n   \n     9 Used from $5.99      ', '  Mass Market Paperback  \n $4.99  \n\n\n   \n     26 Used from $2.25         4 Collectible from $30.00      '], '0385023960')",11.01,9.66
0874776694,"(['  Kindle  \n $10.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  Hardcover  \n $11.63  \n\n\n   \n     11 Used from $7.65         3 New from $50.92         2 Collectible from $40.00      ', '  Paperback  \n $19.00  \n\n\n   \n     57 Used from $1.95         15 New from $12.54      '], '0874776694')",19.0,11.63
0345408810,"(['  Hardcover  \n $23.18  \n\n\n   \n     53 Used from $2.00         9 New from $22.85         2 Collectible from $20.00      ', '  Paperback  \n $10.95  \n\n\n   \n     20 Used from $2.00         4 New from $6.94         1 Collectible from $14.00      '], '0345408810')",10.95,23.18
0708880800,"(['  Kindle  \n $11.99  \n   \n  \n\n                                    Read with Our  Free App  \n\n    ', '  \n\n\n  \n Audiobook    \n  \n\n $0.00  \n\n\n \n\n\n   \n \n \n Free with your Audible trial    \n ', '  Hardcover  \n $44.95  \n\n\n   \n     14 Used from $2.50         1 New from $44.95         2 Collectible from $31.99      ', '  Paperback  \n $3.95  \n\n\n   \n     5 Used from $2.34         1 Collectible from $24.00      ', '  Mass Market Paperback  \n $6.02  \n\n\n   \n     19 Used from $2.49         3 New from $39.90         1 Collectible from $19.49      ', '  MP3 CD  \n $14.97  \n\n\n   \n     1 Used from $14.95         1 New from $14.97      '], '0708880800')",3.95,44.95
2070356655,"(['  Paperback  \n $10.02  \n\n\n   \n     10 Used from $2.50         12 New from $10.02      '], '2070356655')",10.02,
